id,x,y
693,2.25373,48.92763
694,2.32928,48.89006
695,2.32861,48.88966
696,2.39318,48.83856
697,2.39442,48.83786
698,2.35596,48.84118
699,2.35484,48.84089
700,2.36457,48.87184
701,2.36361,48.87014
702,2.37135,48.83637
703,2.37009,48.83884
704,2.36848,48.84074
705,2.37291,48.83172
706,2.37538,48.83568
707,2.37314,48.83446
708,2.37879,48.8285
709,2.37816,48.82917
710,2.37767,48.82968
711,2.37872,48.83012
712,2.34712,48.85724
713,2.34896,48.85672
714,2.3489,48.85663
715,2.35551,48.88405
716,2.35472,48.88256
717,2.32169,48.84005
718,2.32141,48.83979
719,2.35274,48.85522
720,2.35295,48.85515
721,2.34392,48.85393
722,2.3197,48.84525
723,2.31983,48.845
724,2.38764,48.83903
725,2.38815,48.83892
726,2.44002,48.84721
727,2.44017,48.84794
728,2.30543,48.86245
729,2.30543,48.8623
730,2.3166,48.84682
731,2.31547,48.84647
732,2.47317,48.82012
733,2.38734,48.83519
734,2.3901,48.833
735,2.36047,48.85237
736,2.36093,48.85214
737,2.38021,48.83937
738,2.38121,48.8386
739,2.3879,48.83474
740,2.387,48.83407
741,2.37071,48.82811
742,2.37251,48.82894
743,2.35759,48.87624
744,2.35784,48.87618
745,2.38185,48.83889
746,2.38237,48.83995
747,2.30782,48.84955
748,2.31113,48.8474
749,2.37877,48.83298
750,2.37729,48.83218
751,2.35276,48.83038
752,2.35264,48.83064
753,2.40769,48.83446
754,2.40571,48.83334
755,2.48866,48.83585
756,2.48886,48.83399
757,2.34664,48.8835
758,2.34679,48.88319
759,2.28656,48.85289
760,2.28617,48.85261
761,2.38505,48.83632
762,2.38447,48.836
763,2.39672,48.84747
764,2.39825,48.8453
765,2.3329,48.85129
766,2.3327,48.8502
767,2.33276,48.84871
768,2.38611,48.83571
769,2.28888,48.85461
770,2.28866,48.85439
771,2.39883,48.83524
772,2.39773,48.83417
773,2.32569,48.84079
774,2.32988,48.8394
775,2.39626,48.8397
776,2.39891,48.8411
777,2.38875,48.8383
778,2.40231,48.84109
779,2.40104,48.8412
780,2.33055,48.83939
781,2.33029,48.83947
782,2.34711,48.85359
783,2.34705,48.85348
784,2.33112,48.85159
785,2.32988,48.85209
786,2.36673,48.8428
787,2.39689,48.83459
788,2.39778,48.83543
789,2.37397,48.83728
790,2.37409,48.83714
791,2.35274,48.82815
792,2.35302,48.82844
793,2.36888,48.82964
794,2.36825,48.83023
795,2.38117,48.83112
796,2.35492,48.83139
797,2.3383,48.87224
798,2.31345,48.86283
799,2.3149,48.86287
800,2.35042,48.85143
801,2.34824,48.85235
802,2.37208,48.83653
803,2.37284,48.83593
804,2.2907,48.85725
805,2.29013,48.85663
806,2.30149,48.85159
807,2.29979,48.85268
808,2.28624,48.87006
809,2.29312,48.87297
810,2.35114,48.86336
811,2.3523,48.86309
812,2.37601,48.84835
813,2.37546,48.84753
814,2.32499,48.8176
815,2.32564,48.81746
816,2.37981,48.82743
817,2.37929,48.82798
818,2.36911,48.84448
819,2.36914,48.84466
820,2.37029,48.85328
821,2.37035,48.85333
822,2.39538,48.84555
823,2.39511,48.84559
824,2.31042,48.86258
825,2.31059,48.86259
826,2.37068,48.864
827,2.37112,48.86418
828,2.37929,48.89598
829,2.37853,48.89616
830,2.36966,48.83328
831,2.36365,48.83332
832,2.36432,48.8328
833,2.39635,48.85036
834,2.39646,48.85097
835,2.37508,48.85321
836,2.37275,48.85478
837,2.40217,48.83715
838,2.25527,48.87424
839,2.3764,48.82441
840,2.37814,48.82503
841,2.36955,48.85217
842,2.36945,48.85242
843,2.32928,48.85955
844,2.32817,48.85988
845,2.37574,48.8533
846,2.37564,48.85351
847,2.3797,48.85745
848,2.37923,48.85662
849,2.36319,48.84186
850,2.36192,48.8422
851,2.36152,48.84204
852,2.3615,48.84182
853,2.37117,48.83627
854,2.3713,48.83611
855,2.33237,48.83444
856,2.3313,48.83469
857,2.38011,48.85768
858,2.34104,48.83198
859,2.34091,48.83201
860,2.39539,48.83681
861,2.37506,48.8304
862,2.3738,48.82992
863,2.36983,48.85538
864,2.37035,48.85516
865,2.3269,48.81078
