id,x,y
56480,2.70823,48.46856
56481,2.70586,48.46678
56482,2.70012,48.47208
56483,2.69804,48.47258
56484,2.70748,48.46838
56485,2.7154,48.48193
56486,2.70979,48.46718
56487,2.70847,48.46566
56488,2.7068,48.46641
56489,2.71006,48.46484
56490,2.71026,48.46407
56491,2.70553,48.46657
56492,2.70626,48.46587
56493,2.70621,48.46565
56494,2.70456,48.46427
56495,2.70385,48.46345
56496,2.70828,48.46436
56497,2.70503,48.46232
56498,2.70297,48.46382
56499,2.70419,48.46321
56500,2.70227,48.46193
56501,2.70129,48.4609
56502,2.69895,48.4619
56503,2.69983,48.46493
56504,2.70383,48.46783
56505,2.69916,48.46216
56506,2.6985,48.46327
56507,2.69844,48.46372
56508,2.69909,48.46448
56509,2.70202,48.46426
56510,2.69978,48.46495
56511,2.69731,48.46595
56512,2.6957,48.46661
56513,2.6925,48.46666
56514,2.69069,48.46731
56515,2.69844,48.46347
56516,2.69657,48.46474
56517,2.69648,48.46494
56518,2.69763,48.46641
56519,2.69815,48.46678
56520,2.69969,48.46974
56521,2.70018,48.47023
56522,2.69775,48.46642
56523,2.70078,48.46555
56524,2.6972,48.46817
56525,2.69644,48.46926
56526,2.6981,48.46875
56527,2.69997,48.4688
56528,2.70108,48.46858
56529,2.69826,48.46873
56530,2.69741,48.46753
56531,2.6963,48.46933
56532,2.69699,48.46999
56533,2.69646,48.47036
56534,2.69534,48.46983
56535,2.69603,48.47047
56536,2.69546,48.46977
56537,2.6939,48.46846
56538,2.69202,48.46844
56539,2.69114,48.46773
56540,2.69087,48.46769
56541,2.6928,48.46845
56542,2.69303,48.46883
56543,2.69378,48.46938
56544,2.69234,48.46924
56545,2.6918,48.46878
56546,2.69172,48.4682
56547,2.69257,48.46775
56548,2.69248,48.46755
56549,2.69081,48.46752
56550,2.69021,48.46782
56551,2.68989,48.46758
56552,2.69329,48.46845
56553,2.69294,48.4681
56554,2.70149,48.46363
56555,2.70082,48.46386
56556,2.70035,48.46367
56557,2.69929,48.46408
56558,2.70067,48.46402
56559,2.70421,48.4656
56560,2.70312,48.46605
56561,2.70367,48.46767
56562,2.70031,48.46995
56563,2.70006,48.47015
56564,2.69868,48.47104
56565,2.69657,48.47193
56566,2.69562,48.47258
56567,2.6928,48.4734
56568,2.69387,48.47071
56569,2.68729,48.47533
56570,2.68823,48.47343
56571,2.69209,48.47151
56572,2.69054,48.47208
56573,2.68575,48.47444
56574,2.68386,48.47568
56575,2.68173,48.47717
56576,2.68311,48.47798
56577,2.68303,48.47456
56578,2.69236,48.47506
56579,2.68262,48.47874
56580,2.68221,48.47846
56581,2.68035,48.4779
56582,2.67721,48.476
56583,2.67857,48.47439
56584,2.67896,48.47373
56585,2.7183,48.44411
56586,2.71775,48.44445
56587,2.68077,48.47803
56588,2.67905,48.47941
56589,2.67714,48.48044
56590,2.68392,48.4785
56591,2.68595,48.47696
56592,2.68795,48.47649
56593,2.6914,48.47481
56594,2.68008,48.4799
56595,2.67932,48.47918
56596,2.67615,48.47894
56597,2.67476,48.48084
56598,2.67776,48.4812
56599,2.67377,48.48052
56600,2.67572,48.48174
56601,2.67508,48.48044
56602,2.67391,48.4798
56603,2.67444,48.48213
56604,2.67916,48.48063
56605,2.68049,48.47964
56606,2.67257,48.48335
56607,2.67213,48.4829
56608,2.67425,48.48503
56609,2.66912,48.48117
56610,2.67847,48.48204
56611,2.67849,48.48223
56612,2.67788,48.48246
56613,2.67698,48.48339
56614,2.69281,48.47533
56615,2.68477,48.47987
56616,2.68356,48.47863
56617,2.6846,48.47968
56618,2.68552,48.48116
56619,2.68752,48.48123
56620,2.688,48.48144
56621,2.68879,48.47764
56622,2.69073,48.48101
56623,2.68688,48.47875
56624,2.68766,48.47949
56625,2.68761,48.47977
56626,2.68739,48.47933
56627,2.68818,48.479
56628,2.68866,48.47967
56629,2.6879,48.4787
56630,2.69479,48.47821
56631,2.69504,48.47868
56632,2.69562,48.47855
56633,2.6963,48.47964
56634,2.69599,48.479
56635,2.69525,48.47914
56636,2.68523,48.48212
56637,2.68935,48.48119
56638,2.69349,48.48068
56639,2.68999,48.4663
56640,2.68994,48.46649
56641,2.6897,48.4664
56642,2.68977,48.46629
56643,2.67886,48.47447
56644,2.67925,48.47447
56645,2.68012,48.47387
56646,1.96487,48.74808
56647,1.96554,48.74751
56648,1.96557,48.74875
56649,1.96504,48.74853
56650,1.96417,48.74783
56651,2.27508,48.8512
56652,2.50737,48.78464
56653,2.50763,48.7856
56654,2.50813,48.78631
56655,2.49357,48.79017
56656,2.49563,48.78964
56657,2.57536,48.84716
56658,2.57498,48.8484
56659,2.57468,48.84677
56660,2.57349,48.8483
56661,2.34793,48.88623
56662,2.34753,48.8862
56663,2.54883,48.77013
56664,2.54753,48.76971
56665,2.54406,48.77085
56666,2.54326,48.77209
56667,2.54558,48.77281
56668,2.54687,48.77238
56669,2.54653,48.76942
56670,2.54854,48.77558
56671,2.54989,48.77414
56672,2.54226,48.76852
56673,2.54703,48.77467
56674,2.54995,48.77626
56675,2.55159,48.77626
56676,2.55145,48.77278
56677,2.55089,48.77546
56678,2.5483,48.77859
56679,2.54668,48.77693
56680,2.54646,48.77716
56681,2.54512,48.7773
56682,2.54684,48.77561
56683,2.54796,48.77611
56684,2.5445,48.77786
56685,2.5399,48.7755
56686,2.53649,48.77464
56687,2.54092,48.77675
56688,2.54049,48.77711
56689,2.53896,48.77748
56690,2.53753,48.77744
56691,2.5351,48.77674
56692,2.54617,48.77868
56693,2.54768,48.77879
56694,2.60862,48.79276
56695,2.60421,48.79237
56696,2.60888,48.79292
56697,2.60869,48.79288
56698,2.60864,48.79273
56699,2.60899,48.79269
56700,2.60876,48.79265
56701,2.60491,48.78634
56702,2.61164,48.79106
56703,2.6134,48.79061
56704,2.61153,48.79366
56705,2.60903,48.79283
56706,2.60978,48.7922
56707,2.61207,48.79295
56708,2.60996,48.7936
56709,2.60891,48.79349
56710,2.61102,48.79551
56711,2.61083,48.79558
56712,2.6109,48.79485
56713,2.61094,48.79522
56714,2.52326,48.81522
56715,2.52017,48.81483
56716,2.51801,48.8155
56717,2.51931,48.81468
56718,2.61148,48.78999
56719,2.60833,48.79197
56720,2.60388,48.78908
56721,2.6095,48.78951
56722,2.6112,48.78998
56723,2.61239,48.79
56724,2.61472,48.78962
56725,2.61408,48.78919
56726,2.61525,48.78836
56727,2.61543,48.78652
56728,2.61479,48.78637
56729,2.6097,48.78552
56730,2.6147,48.78635
56731,2.61135,48.78463
56732,2.61052,48.78455
56733,2.5207,48.81304
56734,2.52032,48.81325
56735,2.60523,48.7987
56736,2.6045,48.79611
56737,2.60454,48.79442
56738,2.60378,48.78914
56739,2.60105,48.79132
56740,2.60116,48.79146
56741,2.60106,48.7916
56742,2.60068,48.79153
56743,2.60075,48.79134
56744,2.60099,48.79162
56745,2.60178,48.79298
56746,2.60398,48.79069
56747,2.60115,48.79141
56748,2.60619,48.79744
56749,2.60539,48.79872
56750,2.60518,48.79873
56751,2.60248,48.79621
56752,2.6056,48.79903
56753,2.60521,48.79883
56754,2.60163,48.79812
56755,2.60318,48.79687
56756,2.60461,48.79651
56757,2.60774,48.79811
56758,2.60714,48.79877
56759,2.60576,48.79817
56760,2.60932,48.79689
56761,2.60706,48.79589
56762,2.6045,48.79566
56763,2.6045,48.79572
56764,2.59983,48.79713
56765,2.60181,48.79555
56766,2.60454,48.79486
56767,2.6011,48.79488
56768,2.59939,48.79578
56769,2.60794,48.79433
56770,2.60448,48.79404
56771,2.59994,48.79344
56772,2.60039,48.7942
56773,2.60435,48.7932
56774,2.60412,48.79179
56775,2.59844,48.79209
56776,2.6005,48.79078
56777,2.59796,48.79142
56778,2.60081,48.79131
56779,2.6003,48.79043
56780,2.60011,48.78944
56781,2.60133,48.78933
56782,2.60141,48.79041
56783,2.59899,48.79283
56784,2.60408,48.79153
56785,2.61888,48.80548
56786,2.6188,48.80571
56787,2.60554,48.802
56788,2.60581,48.80188
56789,2.61383,48.80125
56790,2.61857,48.80315
56791,2.61353,48.80648
56792,2.61412,48.80593
56793,2.61664,48.80627
56794,2.61635,48.8061
56795,2.61891,48.80346
56796,2.61965,48.80482
56797,2.61339,48.80159
56798,2.61985,48.80518
56799,2.61822,48.80268
56800,2.35718,48.68141
56801,2.35006,48.6862
56802,2.34709,48.6802
56803,2.35605,48.68606
56804,2.49104,48.82321
56805,2.49093,48.82313
56806,2.50028,48.82663
56807,2.49799,48.82411
56808,2.49901,48.8244
56809,2.48636,48.82173
56810,2.48632,48.82187
56811,2.48613,48.8218
56812,2.48621,48.82171
56813,2.4913,48.82321
56814,2.49122,48.82333
56815,2.49104,48.82324
56816,2.49113,48.82315
56817,2.50116,48.82825
56818,2.50148,48.82936
56819,2.49908,48.83005
56820,2.49865,48.83054
56821,2.47971,48.82728
56822,2.47755,48.82488
56823,2.47407,48.82575
56824,2.47428,48.82475
56825,2.47618,48.82199
56826,2.47595,48.82208
56827,2.47577,48.82194
56828,2.47289,48.82163
56829,2.4698,48.82046
56830,2.46953,48.82256
56831,2.4706,48.82271
56832,2.47374,48.82298
56833,2.48112,48.82364
56834,2.47494,48.82185
56835,2.47528,48.82009
56836,2.47933,48.82006
56837,2.4707,48.82546
56838,2.46903,48.82531
56839,2.4766,48.82597
56840,2.47118,48.8255
56841,2.47799,48.82717
56842,2.47822,48.82612
56843,2.48011,48.82628
56844,2.4924,48.80419
56845,2.49361,48.80372
56846,2.48729,48.80829
56847,2.48622,48.80631
56848,2.26444,48.82123
56849,2.26419,48.82116
56850,2.51402,48.82218
56851,2.51474,48.82275
56852,2.51446,48.82079
56853,2.51787,48.81752
56854,2.51829,48.81762
56855,2.51856,48.81757
56856,2.5189,48.81721
56857,2.51758,48.81897
56858,2.51716,48.819
56859,2.51681,48.82112
56860,2.51804,48.82092
56861,2.51841,48.82087
56862,2.52114,48.82266
56863,2.52102,48.82298
56864,2.52065,48.82324
56865,2.52001,48.82336
56866,2.51964,48.82248
56867,2.52699,48.81925
56868,2.52723,48.81742
56869,2.53808,48.81136
56870,2.53721,48.81154
56871,2.53131,48.8071
56872,2.53493,48.80644
56873,2.53542,48.80664
56874,1.95483,48.74569
56875,1.95543,48.74625
56876,1.95646,48.74681
56877,1.95837,48.74596
56878,1.96026,48.74681
56879,1.96058,48.74743
56880,1.96164,48.74803
56881,1.95557,48.74627
56882,1.956,48.74606
56883,1.95755,48.74628
56884,1.95794,48.74662
56885,1.96006,48.74982
56886,1.95774,48.74893
56887,1.95454,48.74672
56888,1.95497,48.74656
56889,1.95671,48.74728
56890,1.9563,48.74752
56891,1.95583,48.74786
56892,1.95632,48.7476
56893,1.9567,48.74802
56894,1.95897,48.74694
56895,1.95947,48.74645
56896,1.95754,48.74711
56897,1.95795,48.74743
56898,1.95777,48.74798
56899,1.95739,48.74767
56900,1.95928,48.74727
56901,1.95512,48.74556
56902,1.95487,48.74537
56903,1.95398,48.74534
56904,1.95283,48.74557
56905,1.95275,48.74574
56906,1.95332,48.74636
56907,2.27529,48.78211
56908,2.27345,48.78007
56909,2.27328,48.78031
56910,2.27329,48.7811
56911,2.27301,48.78147
56912,2.27257,48.78157
56913,2.27128,48.78131
56914,2.27079,48.78138
56915,2.27052,48.78162
56916,2.27038,48.78233
56917,2.26528,48.78271
56918,2.26409,48.78216
56919,2.26369,48.78162
56920,2.26685,48.7829
56921,2.2693,48.78263
56922,2.26671,48.78298
56923,2.3419,48.88833
56924,2.3398,48.88854
56925,2.65743,48.53505
56926,2.6584,48.5348
56927,2.65128,48.53635
56928,2.6551,48.53717
56929,2.65859,48.53947
56930,2.66207,48.53915
56931,2.65013,48.54679
56932,2.65996,48.54033
56933,2.65866,48.5406
56934,2.66302,48.53999
56935,2.66339,48.54187
56936,2.6643,48.54372
56937,2.66599,48.54452
56938,2.66204,48.54533
56939,2.66078,48.54317
56940,2.66352,48.54567
56941,2.66313,48.54597
56942,2.66294,48.5464
56943,2.66571,48.54482
56944,2.66667,48.54384
56945,2.68443,48.53921
56946,2.68712,48.53882
56947,2.67834,48.54012
56948,2.67333,48.54104
56949,2.67358,48.54091
56950,2.67366,48.54087
56951,2.6682,48.5499
56952,2.66863,48.54973
56953,2.66905,48.54923
56954,2.67388,48.54837
56955,2.67426,48.54826
56956,2.67316,48.54981
56957,2.67187,48.55031
56958,2.66533,48.54771
56959,2.66689,48.54831
56960,2.6784,48.54134
56961,2.67851,48.54128
56962,2.67363,48.54107
56963,2.67777,48.53642
56964,2.67385,48.51981
56965,2.67394,48.51994
56966,2.67445,48.52516
56967,2.67883,48.52627
56968,2.67425,48.52644
56969,2.67571,48.52665
56970,2.67779,48.52735
56971,2.67298,48.53087
56972,2.67441,48.52597
56973,2.67438,48.52431
56974,2.67351,48.53078
56975,2.67472,48.53096
56976,2.67241,48.54096
56977,2.67282,48.5407
56978,2.68182,48.53044
56979,2.6824,48.52999
56980,2.67684,48.531
56981,2.68041,48.53067
56982,2.67764,48.52772
56983,2.67676,48.52845
56984,2.64635,48.55014
56985,2.65683,48.55111
56986,2.65243,48.54975
56987,2.65241,48.54925
56988,2.65498,48.54885
56989,2.64801,48.54529
56990,2.6506,48.54528
56991,2.64701,48.54502
56992,2.64771,48.54519
56993,2.64754,48.54331
56994,2.64768,48.54306
56995,2.6506,48.5411
56996,2.6509,48.54113
56997,2.65107,48.54136
56998,2.64854,48.53888
56999,2.64859,48.53952
57000,2.64456,48.53583
57001,2.64325,48.53679
57002,2.63539,48.53372
57003,2.63552,48.53406
57004,2.63426,48.53447
57005,2.63627,48.53514
57006,2.637,48.53577
57007,2.638,48.53622
57008,2.63634,48.5324
57009,2.63437,48.53104
57010,2.63016,48.52918
57011,2.63943,48.53329
57012,2.63521,48.53349
57013,2.63186,48.53544
57014,2.63051,48.53633
57015,2.6298,48.53753
57016,2.62782,48.53183
57017,2.62861,48.53215
57018,2.63006,48.53241
57019,2.63165,48.5331
57020,2.63292,48.53345
57021,2.6152,48.55938
57022,2.61684,48.55955
57023,2.18622,48.6898
57024,2.18502,48.68964
57025,2.18479,48.69026
57026,2.18628,48.68963
57027,2.1888,48.68964
57028,2.18634,48.68648
57029,2.1854,48.68791
57030,2.18696,48.68772
57031,2.18931,48.68784
57032,2.1894,48.68865
57033,2.18863,48.68867
57034,2.18862,48.68785
57035,2.49418,48.79668
57036,2.49601,48.79665
57037,2.71509,48.84099
57038,2.71578,48.83854
57039,2.27286,48.86408
57040,2.27296,48.86433
57041,2.27745,48.79575
57042,2.27763,48.79305
57043,2.27828,48.79345
57044,2.28224,48.79332
57045,2.2802,48.79325
57046,2.2793,48.79349
57047,2.2716,48.78605
57048,2.27078,48.7856
57049,2.26987,48.78546
57050,2.2651,48.78633
57051,2.26121,48.78602
57052,2.26798,48.78627
57053,2.27107,48.78644
57054,2.26966,48.7849
57055,2.27476,48.78576
57056,2.27355,48.78545
57057,2.27987,48.79264
57058,2.27997,48.79273
57059,2.27773,48.79297
57060,2.27928,48.7928
57061,2.28007,48.79276
57062,2.28321,48.79331
57063,2.2841,48.79357
57064,2.27036,48.78662
57065,2.28156,48.76445
57066,2.28275,48.76252
57067,2.27421,48.77033
57068,2.27404,48.77024
57069,2.27208,48.78899
57070,2.27207,48.78917
57071,2.27985,48.76786
57072,2.28004,48.76897
57073,2.28106,48.77252
57074,2.28076,48.77324
57075,2.27981,48.76681
57076,2.28021,48.76685
57077,2.27972,48.76727
57078,2.27965,48.76704
57079,2.26062,48.77923
57080,2.26035,48.77972
57081,2.25869,48.78008
57082,2.75031,48.4203
57083,2.7509,48.42034
57084,2.75121,48.41959
57085,2.75068,48.41944
57086,2.39119,48.78662
57087,2.3928,48.78429
57088,3.05569,48.99148
57089,3.05095,48.99163
57090,3.05123,48.99133
57091,3.05251,48.99124
57092,2.30104,48.93587
57093,2.30179,48.93503
57094,2.30209,48.93425
57095,2.30827,48.91672
57096,2.27482,48.79233
57097,2.28435,48.79369
57098,2.30236,48.92883
57099,2.26413,48.78849
57100,2.26906,48.7894
57101,2.27167,48.79049
57102,2.1253,48.72573
57103,2.12558,48.7257
57104,2.127,48.72437
57105,2.12683,48.72473
57106,2.12703,48.72499
57107,2.12683,48.72565
57108,2.12172,48.72682
57109,2.11994,48.72754
57110,2.11935,48.72744
57111,2.16352,48.43711
57112,2.16364,48.43729
57113,2.16316,48.43716
57114,2.16293,48.43702
57115,2.16318,48.43705
57116,2.16756,48.4526
57117,2.16765,48.45259
57118,2.16643,48.45332
57119,2.16705,48.45276
57120,2.16506,48.45388
57121,2.1614,48.45457
57122,2.16862,48.45251
57123,2.17014,48.45168
57124,2.37963,48.88818
57125,2.37923,48.88852
57126,2.37932,48.88844
57127,2.29904,48.57802
57128,2.30162,48.57723
57129,2.23906,48.5732
57130,2.23746,48.58404
57131,2.23848,48.58307
57132,2.23897,48.5805
57133,2.34041,48.62976
57134,2.34011,48.62989
57135,2.24155,48.58073
57136,2.24274,48.58228
57137,2.24543,48.5858
57138,2.24526,48.5856
57139,2.24086,48.57982
57140,2.24056,48.57942
57141,2.31779,48.64388
57142,2.31714,48.64824
57143,2.24651,48.58727
57144,2.24688,48.58773
57145,2.24836,48.58819
57146,2.31286,48.91085
57147,2.31262,48.91085
57148,2.24785,48.59112
57149,2.24691,48.5909
57150,2.3126,48.91063
57151,2.31236,48.91057
57152,2.31242,48.91096
57153,2.31254,48.91077
57154,2.31292,48.91249
57155,2.31276,48.9106
57156,2.31287,48.91025
57157,2.24395,48.58666
57158,2.24336,48.58916
57159,2.24609,48.59632
57160,2.24666,48.59391
57161,2.24541,48.598
57162,2.24572,48.59789
57163,2.24578,48.59748
57164,2.24515,48.59883
57165,2.24431,48.59147
57166,2.24455,48.59093
57167,2.24526,48.58928
57168,2.24607,48.58933
57169,2.24614,48.58724
57170,2.24615,48.5871
57171,2.24608,48.58667
57172,2.24637,48.58704
57173,2.24711,48.58714
57174,2.24681,48.58713
57175,2.24628,48.58711
57176,2.24555,48.58695
57177,2.24616,48.58702
57178,2.24871,48.58727
57179,2.2516,48.58755
57180,2.25221,48.58892
57181,2.25286,48.58957
57182,2.25387,48.5899
57183,2.25793,48.59115
57184,2.26156,48.59261
57185,2.26253,48.59335
57186,2.26375,48.5946
57187,2.26355,48.59438
57188,2.26382,48.59446
57189,2.4701,48.84293
57190,2.27266,48.97626
57191,2.45207,48.78433
57192,2.45164,48.78478
57193,2.44756,48.78334
57194,2.44688,48.78177
57195,2.45067,48.78469
57196,2.45092,48.78464
57197,2.3177,48.64373
57198,2.31795,48.64374
57199,2.31793,48.64385
57200,2.45214,48.71992
57201,2.45163,48.72044
57202,2.44748,48.72623
57203,2.44754,48.72525
57204,2.44968,48.72364
57205,2.45009,48.7236
57206,2.45022,48.72387
57207,2.44796,48.72714
57208,2.44687,48.72628
57209,2.44599,48.72596
57210,2.31683,48.64341
57211,2.31944,48.64442
57212,2.31934,48.64432
57213,2.31953,48.64429
57214,2.31956,48.64437
57215,2.31795,48.64382
57216,2.32068,48.6452
57217,2.32077,48.64511
57218,2.32087,48.64518
57219,2.32078,48.64524
57220,2.32069,48.64514
57221,2.31954,48.64439
57222,2.31558,48.64916
57223,2.31598,48.6436
57224,2.31122,48.65174
57225,2.3183,48.64877
57226,2.3189,48.64648
57227,2.31249,48.64865
57228,2.31233,48.64462
57229,2.31003,48.651
57230,2.31436,48.64891
57231,2.30734,48.64716
57232,2.3177,48.64384
57233,2.30814,48.64922
57234,2.31428,48.64697
57235,2.31444,48.65147
57236,2.31263,48.65091
57237,2.31402,48.65008
57238,2.31441,48.65023
57239,2.31828,48.65032
57240,2.31949,48.64934
57241,2.32075,48.64524
57242,2.32182,48.64581
57243,2.32109,48.64893
57244,2.31714,48.65118
57245,2.31821,48.65037
57246,2.32667,48.64203
57247,2.32501,48.64467
57248,2.32353,48.64618
57249,2.32275,48.64848
57250,2.32418,48.64809
57251,2.32491,48.64647
57252,2.32591,48.64546
57253,2.32894,48.64036
57254,2.32209,48.64281
57255,2.32316,48.64229
57256,2.31955,48.64431
57257,2.32065,48.64405
57258,2.33014,48.64302
57259,2.32767,48.64709
57260,2.32647,48.64681
57261,2.33002,48.64096
57262,2.3226,48.64513
57263,2.3219,48.64571
57264,2.32084,48.64513
57265,2.32323,48.64305
57266,2.32373,48.64281
57267,2.32084,48.64522
57268,2.32206,48.64516
57269,2.32405,48.64388
57270,2.32437,48.64339
57271,2.3191,48.64587
57272,2.35813,48.87758
57273,2.35744,48.8763
57274,2.49013,48.81206
57275,2.49045,48.8129
57276,2.48924,48.81304
57277,2.48897,48.81238
57278,2.48784,48.81478
57279,2.4874,48.81335
57280,2.4855,48.81368
57281,2.48569,48.81417
57282,2.48525,48.81438
57283,2.48502,48.81379
57284,2.48467,48.81389
57285,2.4842,48.81313
57286,2.48283,48.81333
57287,2.48339,48.81423
57288,2.4808,48.81475
57289,2.48011,48.81394
57290,2.48037,48.8143
57291,2.47733,48.81544
57292,2.47748,48.81565
57293,2.47709,48.81511
57294,2.47549,48.81763
57295,2.47445,48.81744
57296,2.47413,48.81724
57297,2.47504,48.81658
57298,2.47271,48.81729
57299,2.47365,48.81774
57300,2.47354,48.81812
57301,2.47444,48.81785
57302,2.47203,48.81786
57303,2.47284,48.81825
57304,2.47211,48.81902
57305,2.47371,48.81969
57306,2.47447,48.81997
57307,2.4733,48.82033
57308,2.47389,48.81968
57309,2.47385,48.81943
57310,2.46982,48.82022
57311,2.46983,48.81996
57312,2.61072,48.80314
57313,2.60915,48.80289
57314,2.61114,48.80328
57315,2.60651,48.80456
57316,2.60733,48.80486
57317,2.60582,48.80501
57318,2.60683,48.80544
57319,2.61249,48.80763
57320,2.61147,48.80796
57321,2.60634,48.80599
57322,2.60601,48.80975
57323,2.60948,48.80569
57324,2.61183,48.80365
57325,2.61009,48.80517
57326,2.61461,48.80693
57327,2.61264,48.80408
57328,2.61099,48.80551
57329,2.61553,48.80663
57330,2.6126,48.80521
57331,2.62078,48.80757
57332,2.62141,48.80778
57333,2.62206,48.80746
57334,2.62321,48.80752
57335,2.62197,48.80748
57336,2.62179,48.8072
57337,2.62121,48.807
57338,2.62132,48.80485
57339,2.62052,48.80515
57340,2.61959,48.80301
57341,2.6212,48.80254
57342,2.61918,48.80238
57343,2.62058,48.80272
57344,2.6214,48.80396
57345,2.62161,48.80403
57346,2.6195,48.80288
57347,2.61515,48.80027
57348,2.6167,48.8024
57349,2.61577,48.7998
57350,2.61349,48.79803
57351,2.6104,48.79964
57352,2.6153,48.79707
57353,2.61105,48.79931
57354,2.61284,48.80046
57355,2.61227,48.79867
57356,2.61254,48.79889
57357,2.61199,48.79927
57358,2.61309,48.79996
57359,2.61261,48.80032
57360,2.61475,48.80056
57361,2.61404,48.80016
57362,2.61273,48.80208
57363,2.61558,48.79713
57364,2.61534,48.79704
57365,2.61415,48.7958
57366,2.61859,48.80003
57367,2.61929,48.79978
57368,2.61563,48.79732
57369,2.62707,48.80001
57370,2.62672,48.80029
57371,2.6186,48.79853
57372,2.61801,48.79844
57373,2.61936,48.79963
57374,2.61864,48.79872
57375,2.61888,48.79776
57376,2.61558,48.79707
57377,2.61716,48.79656
57378,2.6213,48.79819
57379,2.62113,48.79771
57380,2.62,48.79636
57381,2.61932,48.79623
57382,2.61741,48.79686
57383,2.61689,48.7962
57384,2.61837,48.79571
57385,2.61879,48.79536
57386,2.61881,48.79483
57387,2.61783,48.79388
57388,2.61625,48.79544
57389,2.6172,48.79544
57390,2.61734,48.79496
57391,2.61649,48.79449
57392,2.61664,48.79467
57393,2.61648,48.79528
57394,2.61609,48.7955
57395,2.61506,48.79543
57396,2.61467,48.79508
57397,2.61484,48.79445
57398,2.61527,48.7942
57399,2.61622,48.79431
57400,2.61499,48.79435
57401,2.61435,48.7939
57402,2.61282,48.79461
57403,2.61575,48.79426
57404,2.61599,48.79331
57405,2.61555,48.7923
57406,2.61643,48.79257
57407,2.6127,48.79334
57408,2.61531,48.78988
57409,2.61703,48.78917
57410,2.61522,48.78984
57411,2.61529,48.79002
57412,2.61502,48.79
57413,2.61503,48.78988
57414,2.61741,48.79199
57415,2.61715,48.79155
57416,2.61501,48.78997
57417,2.61343,48.79056
57418,2.61329,48.79121
57419,2.61484,48.7887
57420,2.61435,48.78831
57421,2.61459,48.78724
57422,2.61476,48.78692
57423,2.61532,48.78696
57424,2.61527,48.78795
57425,2.61619,48.78819
57426,2.61664,48.78807
57427,2.61641,48.78715
57428,2.61033,48.78616
57429,2.60997,48.7867
57430,2.60923,48.7872
57431,2.60811,48.787
57432,2.60739,48.78697
57433,2.60696,48.78735
57434,2.60813,48.78672
57435,2.60805,48.78743
57436,2.60772,48.78629
57437,2.60597,48.78623
57438,2.60499,48.7864
57439,2.60366,48.78908
57440,2.59686,48.78899
57441,2.46902,48.82411
57442,2.47006,48.82421
57443,2.4733,48.8245
57444,2.4708,48.82265
57445,2.47101,48.82272
57446,2.47314,48.82032
57447,2.47137,48.8218
57448,2.477,48.82857
57449,2.47738,48.82862
57450,2.47694,48.82869
57451,2.47118,48.82783
57452,2.4676,48.82698
57453,2.47241,48.82765
57454,2.47141,48.82741
57455,2.47001,48.82644
57456,2.47034,48.82671
57457,2.46953,48.82694
57458,2.47383,48.82689
57459,2.4757,48.82702
57460,2.47731,48.82713
57461,2.47777,48.82489
57462,2.47662,48.82708
57463,2.47684,48.82599
57464,2.47926,48.82725
57465,2.47971,48.82506
57466,2.48059,48.82246
57467,2.59843,48.78929
57468,2.59832,48.78969
57469,2.48226,48.82007
57470,2.48173,48.82218
57471,2.4814,48.8223
57472,2.47768,48.82333
57473,2.47793,48.82219
57474,2.46983,48.82036
57475,2.47272,48.82222
57476,2.4713,48.82188
57477,2.47227,48.81998
57478,2.47057,48.82
57479,2.598,48.78713
57480,2.5987,48.78529
57481,2.59871,48.78499
57482,2.59615,48.78477
57483,2.59535,48.78485
57484,2.59878,48.78459
57485,2.60177,48.78483
57486,2.60171,48.7847
57487,2.6019,48.78471
57488,2.60189,48.78481
57489,2.47659,48.82323
57490,2.47631,48.824
57491,2.47554,48.82392
57492,2.4763,48.82476
57493,2.47609,48.82592
57494,2.47512,48.82584
57495,2.47535,48.82485
57496,2.49319,48.82934
57497,2.49331,48.8289
57498,2.49512,48.82572
57499,2.49577,48.82486
57500,2.49311,48.8307
57501,2.49312,48.83062
57502,2.49323,48.83073
57503,2.49321,48.83095
57504,2.48615,48.82175
57505,2.48467,48.82125
57506,2.48314,48.82008
57507,2.48291,48.82101
57508,2.483,48.82108
57509,2.48383,48.8211
57510,2.48524,48.8204
57511,2.4863,48.82171
57512,2.48579,48.82051
57513,2.48824,48.81914
57514,2.48768,48.82095
57515,2.48778,48.82109
57516,2.48692,48.82084
57517,2.4874,48.81928
57518,2.48928,48.81896
57519,2.48963,48.82032
57520,2.49012,48.82048
57521,2.4964,48.82042
57522,2.49545,48.82037
57523,2.49496,48.82231
57524,2.4947,48.82281
57525,2.49536,48.82285
57526,2.49557,48.82246
57527,2.50181,48.82398
57528,2.50257,48.82295
57529,2.50073,48.82235
57530,2.50129,48.82158
57531,2.49969,48.82103
57532,2.5059,48.82232
57533,2.50545,48.82213
57534,2.33231,48.78991
57535,2.33177,48.79046
57536,2.49425,48.79124
57537,2.49629,48.79071
57538,2.49101,48.79151
57539,2.49599,48.79022
57540,1.67979,49.06958
57541,1.67717,49.07101
57542,1.67326,49.0719
57543,1.67086,49.07277
57544,1.66966,49.07337
57545,1.66773,49.07374
57546,1.66697,49.07251
57547,1.66566,49.07261
57548,1.59671,49.04458
57549,1.59656,49.04454
57550,1.59666,49.04447
57551,1.59606,49.04325
57552,1.59596,49.04317
57553,1.58697,49.03781
57554,1.58722,49.03645
57555,1.6192,49.04476
57556,1.62719,49.04751
57557,1.62964,49.04777
